"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"338","DC - Kolkata Metropolitan Area","Howrah Depot","5/14/2016","Sugar 5 kg",8,5,0,"0",14,4,52,"10%","90%","5/6/2016",45,8,193,"38,600.00","486,360.00","200",7,1,"166-195"
"339","DC - Kolkata Metropolitan Area","Howrah Depot","5/13/2016","Sugar 5 kg",10,12,0,"0",14,4,52,"10%","95%","5/5/2016",43,8,200,"40,000.00","504,000.00","200",7,3,"196-225"
"340","DC - Kolkata Metropolitan Area","Howrah Depot","5/12/2016","Sugar 5 kg",11,15,165,"33,000.00",14,4,52,"97%","90%","5/4/2016",47,8,183,"36,600.00","614,880.00","200",7,4,"166-195"
"341","DC - Kolkata Metropolitan Area","Howrah Depot","5/11/2016","Sugar 5 kg",8,11,55,"11,000.00",14,4,52,"97%","91%","5/3/2016",48,8,177,"35,400.00","594,720.00","200",7,1,"166-195"
"342","DC - Kolkata Metropolitan Area","Howrah Depot","5/10/2016","Sugar 5 kg",11,8,84,"16,800.00",14,4,52,"100%","95%","5/2/2016",48,8,187,"37,400.00","418,880.00","200",7,4,"166-195"
"343","DC - Kolkata Metropolitan Area","Howrah Depot","5/9/2016","Sugar 5 kg",11,8,140,"28,000.00",14,4,52,"95%","95%","5/1/2016",44,8,176,"35,200.00","640,640.00","200",7,4,"166-195"
"344","DC - Kolkata Metropolitan Area","Howrah Depot","5/8/2016","Sugar 5 kg",12,10,114,"22,800.00",14,4,52,"96%","99%","4/30/2016",48,8,180,"36,000.00","504,000.00","200",7,5,"166-195"
"345","DC - Kolkata Metropolitan Area","Howrah Depot","5/7/2016","Sugar 5 kg",12,15,0,"0",14,4,52,"15%","93%","4/29/2016",47,8,197,"39,400.00","441,280.00","200",7,5,"196-225"
"346","DC - Kolkata Metropolitan Area","Howrah Depot","5/6/2016","Sugar 5 kg",12,6,0,"0",14,4,52,"15%","96%","4/28/2016",48,8,193,"38,600.00","594,440.00","200",7,5,"166-195"
"347","DC - Kolkata Metropolitan Area","Howrah Depot","5/5/2016","Sugar 5 kg",11,9,0,"0",14,4,52,"8%","95%","4/27/2016",49,8,196,"39,200.00","603,680.00","200",7,4,"196-225"
"348","DC - Kolkata Metropolitan Area","Howrah Depot","5/4/2016","Sugar 5 kg",12,10,0,"0",14,4,52,"9%","97%","4/26/2016",43,8,175,"35,000.00","588,000.00","200",7,5,"166-195"
"349","DC - Kolkata Metropolitan Area","Howrah Depot","5/3/2016","Sugar 5 kg",11,5,206,"41,200.00",14,4,52,"100%","96%","4/25/2016",51,8,193,"38,600.00","648,480.00","200",7,4,"166-195"
"350","DC - Kolkata Metropolitan Area","Howrah Depot","5/2/2016","Sugar 5 kg",11,13,171,"34,200.00",14,4,52,"98%","98%","4/24/2016",46,8,175,"35,000.00","441,000.00","200",7,4,"166-195"
"351","DC - Kolkata Metropolitan Area","Howrah Depot","5/1/2016","Sugar 5 kg",12,14,148,"29,600.00",14,4,52,"95%","96%","4/23/2016",43,8,186,"37,200.00","416,640.00","200",7,5,"166-195"
"352","DC - Kolkata Metropolitan Area","Howrah Depot","6/8/2016","Vintage 12 Yr Old 700ml",10,12,75,"87,000.00",44,1,41,"95%","92%","6/6/2016",38,2,174,"201,840.00","2,825,760.00","1,160.00",7,3,"166-195"
"353","DC - Kolkata Metropolitan Area","Howrah Depot","6/7/2016","Vintage 12 Yr Old 700ml",9,13,171,"198,360.00",65,1,55,"99%","99%","5/28/2016",53,10,185,"214,600.00","3,004,400.00","1,160.00",7,2,"166-195"
"354","DC - Kolkata Metropolitan Area","Howrah Depot","6/6/2016","Vintage 12 Yr Old 700ml",9,15,135,"156,600.00",95,5,355,"98%","95%","5/25/2016",302,12,174,"201,840.00","3,673,488.00","1,160.00",7,2,"166-195"
"355","DC - Kolkata Metropolitan Area","Howrah Depot","6/5/2016","Vintage 12 Yr Old 700ml",12,6,203,"235,480.00",20,2,32,"97%","90%","6/3/2016",29,2,188,"218,080.00","3,663,744.00","1,160.00",7,5,"166-195"
"356","DC - Kolkata Metropolitan Area","Howrah Depot","6/4/2016","Vintage 12 Yr Old 700ml",10,10,148,"171,680.00",16,3,42,"96%","90%","5/28/2016",41,7,181,"209,960.00","2,645,496.00","1,160.00",7,3,"166-195"
"357","DC - Kolkata Metropolitan Area","Howrah Depot","6/3/2016","Vintage 12 Yr Old 700ml",8,10,80,"92,800.00",44,1,41,"98%","94%","6/1/2016",39,2,191,"221,560.00","4,032,392.00","1,160.00",7,1,"166-195"
"358","DC - Kolkata Metropolitan Area","Howrah Depot","6/2/2016","Vintage 12 Yr Old 700ml",10,7,161,"186,760.00",44,1,41,"95%","94%","5/31/2016",38,2,198,"229,680.00","2,572,416.00","1,160.00",7,3,"196-225"
"359","DC - Kolkata Metropolitan Area","Howrah Depot","6/1/2016","Vintage 12 Yr Old 700ml",10,11,89,"103,240.00",44,1,41,"99%","95%","5/30/2016",36,2,196,"227,360.00","3,183,040.00","1,160.00",7,3,"196-225"
"360","DC - Kolkata Metropolitan Area","Howrah Depot","5/31/2016","Vintage 12 Yr Old 700ml",9,7,117,"135,720.00",44,1,41,"95%","93%","5/29/2016",39,2,179,"207,640.00","3,488,352.00","1,160.00",7,2,"166-195"
"361","DC - Kolkata Metropolitan Area","Howrah Depot","5/30/2016","Vintage 12 Yr Old 700ml",11,15,201,"233,160.00",44,1,41,"95%","93%","5/28/2016",36,2,175,"203,000.00","2,557,800.00","1,160.00",7,4,"166-195"
"362","DC - Kolkata Metropolitan Area","Howrah Depot","5/29/2016","Vintage 12 Yr Old 700ml",11,7,55,"63,800.00",44,1,41,"97%","98%","5/27/2016",38,2,187,"216,920.00","2,733,192.00","1,160.00",7,4,"166-195"
"363","DC - Kolkata Metropolitan Area","Howrah Depot","5/28/2016","Vintage 12 Yr Old 700ml",12,7,156,"180,960.00",44,1,41,"98%","90%","5/26/2016",37,2,174,"201,840.00","2,260,608.00","1,160.00",7,5,"166-195"
"364","DC - Kolkata Metropolitan Area","Howrah Depot","5/27/2016","Vintage 12 Yr Old 700ml",8,10,0,"0",44,1,41,"15%","96%","5/25/2016",34,2,192,"222,720.00","4,053,504.00","1,160.00",7,1,"166-195"
"365","DC - Kolkata Metropolitan Area","Howrah Depot","5/26/2016","Vintage 12 Yr Old 700ml",9,9,0,"0",44,1,41,"8%","90%","5/24/2016",37,2,187,"216,920.00","2,733,192.00","1,160.00",7,2,"166-195"
"366","DC - Kolkata Metropolitan Area","Howrah Depot","5/25/2016","Vintage 12 Yr Old 700ml",10,12,144,"167,040.00",44,1,41,"95%","94%","5/23/2016",33,2,172,"199,520.00","2,513,952.00","1,160.00",7,3,"166-195"
"367","DC - Kolkata Metropolitan Area","Howrah Depot","5/24/2016","Vintage 12 Yr Old 700ml",8,13,103,"119,480.00",44,1,41,"99%","99%","5/22/2016",36,2,199,"230,840.00","3,878,112.00","1,160.00",7,1,"196-225"
"368","DC - Kolkata Metropolitan Area","Howrah Depot","5/23/2016","Vintage 12 Yr Old 700ml",10,15,162,"187,920.00",44,1,41,"95%","98%","5/21/2016",35,2,190,"220,400.00","2,777,040.00","1,160.00",7,3,"166-195"
"369","DC - Kolkata Metropolitan Area","Howrah Depot","5/22/2016","Vintage 12 Yr Old 700ml",10,7,175,"203,000.00",44,1,41,"100%","93%","5/20/2016",34,2,198,"229,680.00","2,893,968.00","1,160.00",7,3,"196-225"
"370","DC - Kolkata Metropolitan Area","Howrah Depot","5/21/2016","Vintage 12 Yr Old 700ml",11,14,54,"62,640.00",44,1,41,"100%","95%","5/19/2016",38,2,196,"227,360.00","3,501,344.00","1,160.00",7,4,"196-225"
"371","DC - Kolkata Metropolitan Area","Howrah Depot","5/20/2016","Vintage 12 Yr Old 700ml",10,15,98,"113,680.00",44,1,41,"96%","94%","5/18/2016",36,2,171,"198,360.00","3,332,448.00","1,160.00",7,3,"166-195"
"372","DC - Kolkata Metropolitan Area","Howrah Depot","5/19/2016","Vintage 12 Yr Old 700ml",9,11,189,"219,240.00",44,1,41,"97%","94%","5/17/2016",35,2,187,"216,920.00","2,429,504.00","1,160.00",7,2,"166-195"
"373","DC - Kolkata Metropolitan Area","Howrah Depot","5/18/2016","Vintage 12 Yr Old 700ml",9,6,98,"113,680.00",44,1,41,"96%","90%","5/16/2016",36,2,200,"232,000.00","3,248,000.00","1,160.00",7,2,"196-225"
"374","DC - Kolkata Metropolitan Area","Howrah Depot","5/17/2016","Vintage 12 Yr Old 700ml",10,5,203,"235,480.00",44,1,41,"96%","98%","5/15/2016",36,2,191,"221,560.00","3,101,840.00","1,160.00",7,3,"166-195"
"375","DC - Kolkata Metropolitan Area","Howrah Depot","5/16/2016","Vintage 12 Yr Old 700ml",9,11,51,"59,160.00",44,1,41,"96%","98%","5/14/2016",33,2,170,"197,200.00","2,484,720.00","1,160.00",7,2,"166-195"
"376","DC - Kolkata Metropolitan Area","Howrah Depot","5/15/2016","Vintage 12 Yr Old 700ml",12,11,188,"218,080.00",44,1,41,"100%","91%","5/13/2016",35,2,171,"198,360.00","2,499,336.00","1,160.00",7,5,"166-195"
"377","DC - Kolkata Metropolitan Area","Howrah Depot","5/14/2016","Vintage 12 Yr Old 700ml",8,12,210,"243,600.00",44,1,41,"95%","91%","5/12/2016",39,2,193,"223,880.00","2,820,888.00","1,160.00",7,1,"166-195"
"378","DC - Kolkata Metropolitan Area","Howrah Depot","5/13/2016","Vintage 12 Yr Old 700ml",12,8,170,"197,200.00",44,1,41,"99%","98%","5/11/2016",37,2,172,"199,520.00","3,631,264.00","1,160.00",7,5,"166-195"
"379","DC - Kolkata Metropolitan Area","Howrah Depot","5/12/2016","Vintage 12 Yr Old 700ml",10,12,90,"104,400.00",44,1,41,"96%","96%","5/10/2016",39,2,189,"219,240.00","3,069,360.00","1,160.00",7,3,"166-195"
"380","DC - Kolkata Metropolitan Area","Howrah Depot","5/11/2016","Vintage 12 Yr Old 700ml",8,7,200,"232,000.00",44,1,41,"96%","93%","5/9/2016",34,2,187,"216,920.00","3,036,880.00","1,160.00",7,1,"166-195"
"381","DC - Kolkata Metropolitan Area","Howrah Depot","5/10/2016","Vintage 12 Yr Old 700ml",9,15,46,"53,360.00",44,1,41,"97%","99%","5/8/2016",40,2,181,"209,960.00","3,821,272.00","1,160.00",7,2,"166-195"
"382","DC - Kolkata Metropolitan Area","Howrah Depot","5/9/2016","Vintage 12 Yr Old 700ml",11,14,193,"223,880.00",44,1,41,"97%","94%","5/7/2016",35,2,190,"220,400.00","2,468,480.00","1,160.00",7,4,"166-195"
"383","DC - Kolkata Metropolitan Area","Howrah Depot","5/8/2016","Vintage 12 Yr Old 700ml",8,9,74,"85,840.00",44,1,41,"100%","92%","5/6/2016",36,2,196,"227,360.00","2,546,432.00","1,160.00",7,1,"196-225"
"384","DC - Kolkata Metropolitan Area","Howrah Depot","5/7/2016","Vintage 12 Yr Old 700ml",12,7,79,"91,640.00",44,1,41,"96%","96%","5/5/2016",36,2,179,"207,640.00","2,616,264.00","1,160.00",7,5,"166-195"
"385","DC - Kolkata Metropolitan Area","Howrah Depot","5/6/2016","Vintage 12 Yr Old 700ml",10,6,51,"59,160.00",44,1,41,"99%","99%","5/4/2016",33,2,179,"207,640.00","3,488,352.00","1,160.00",7,3,"166-195"
"386","DC - Kolkata Metropolitan Area","Howrah Depot","5/5/2016","Vintage 12 Yr Old 700ml",8,7,142,"164,720.00",44,1,41,"98%","90%","5/3/2016",37,2,185,"214,600.00","3,304,840.00","1,160.00",7,1,"166-195"
"387","DC - Kolkata Metropolitan Area","Howrah Depot","5/4/2016","Vintage 12 Yr Old 700ml",9,9,119,"138,040.00",44,1,41,"96%","96%","5/2/2016",34,2,200,"232,000.00","4,222,400.00","1,160.00",7,2,"196-225"
"388","DC - Kolkata Metropolitan Area","Howrah Depot","5/3/2016","Vintage 12 Yr Old 700ml",12,9,108,"125,280.00",44,1,41,"99%","94%","5/1/2016",37,2,178,"206,480.00","3,757,936.00","1,160.00",7,5,"166-195"
"389","DC - Kolkata Metropolitan Area","Howrah Depot","5/2/2016","Vintage 12 Yr Old 700ml",9,14,122,"141,520.00",44,1,41,"96%","95%","4/30/2016",35,2,181,"209,960.00","3,527,328.00","1,160.00",7,2,"166-195"
"390","DC - Kolkata Metropolitan Area","Howrah Depot","5/1/2016","Vintage 12 Yr Old 700ml",9,6,113,"131,080.00",44,1,41,"99%","96%","4/29/2016",38,2,198,"229,680.00","3,537,072.00","1,160.00",7,2,"196-225"
"391","DC - Kolkata Metropolitan Area","Hugli Depot","6/8/2016","Natural Sour Apple Cocktail 3.2 litres",24,10,126,"11,340.00",75,1,70,"100%","97%","6/2/2016",61,6,92,"8,280.00","127,512.00","90",15,9,"75-105"
"392","DC - Kolkata Metropolitan Area","Hugli Depot","6/7/2016","Natural Sour Apple Cocktail 3.2 litres",22,9,46,"4,140.00",78,4,232,"100%","97%","6/2/2016",220,5,102,"9,180.00","128,520.00","90",15,7,"75-105"
"393","DC - Kolkata Metropolitan Area","Hugli Depot","6/6/2016","Natural Sour Apple Cocktail 3.2 litres",23,5,40,"3,600.00",58,5,220,"95%","93%","6/1/2016",189,5,102,"9,180.00","154,224.00","90",15,8,"75-105"
"394","DC - Kolkata Metropolitan Area","Hugli Depot","6/5/2016","Natural Sour Apple Cocktail 3.2 litres",19,5,71,"6,390.00",82,1,65,"97%","91%","5/29/2016",60,7,105,"9,450.00","105,840.00","90",15,4,"75-105"
"395","DC - Kolkata Metropolitan Area","Hugli Depot","6/4/2016","Natural Sour Apple Cocktail 3.2 litres",21,11,104,"9,360.00",14,1,13,"96%","99%","5/30/2016",12,5,115,"10,350.00","188,370.00","90",15,6,"106-135"
"396","DC - Kolkata Metropolitan Area","Hugli Depot","6/3/2016","Natural Sour Apple Cocktail 3.2 litres",27,5,0,"0",75,1,70,"9%","99%","5/28/2016",67,6,111,"9,990.00","167,832.00","90",15,12,"106-135"
"397","DC - Kolkata Metropolitan Area","Hugli Depot","6/2/2016","Natural Sour Apple Cocktail 3.2 litres",25,11,0,"0",75,1,70,"6%","90%","5/27/2016",57,6,111,"9,990.00","181,818.00","90",15,10,"106-135"
"398","DC - Kolkata Metropolitan Area","Hugli Depot","6/1/2016","Natural Sour Apple Cocktail 3.2 litres",27,7,0,"0",75,1,70,"9%","94%","5/26/2016",59,6,109,"9,810.00","109,872.00","90",15,12,"106-135"
"399","DC - Kolkata Metropolitan Area","Hugli Depot","5/31/2016","Natural Sour Apple Cocktail 3.2 litres",25,9,0,"0",75,1,70,"14%","96%","5/25/2016",63,6,92,"8,280.00","115,920.00","90",15,10,"75-105"
"400","DC - Kolkata Metropolitan Area","Hugli Depot","5/30/2016","Natural Sour Apple Cocktail 3.2 litres",22,10,0,"0",75,1,70,"10%","92%","5/24/2016",65,6,97,"8,730.00","158,886.00","90",15,7,"75-105"
"401","DC - Kolkata Metropolitan Area","Hugli Depot","5/29/2016","Natural Sour Apple Cocktail 3.2 litres",19,10,0,"0",75,1,70,"11%","97%","5/23/2016",60,6,119,"10,710.00","179,928.00","90",15,4,"106-135"
"402","DC - Kolkata Metropolitan Area","Hugli Depot","5/28/2016","Natural Sour Apple Cocktail 3.2 litres",18,10,0,"0",75,1,70,"6%","92%","5/22/2016",64,6,106,"9,540.00","106,848.00","90",15,3,"106-135"
"403","DC - Kolkata Metropolitan Area","Hugli Depot","5/27/2016","Natural Sour Apple Cocktail 3.2 litres",18,5,0,"0",75,1,70,"8%","91%","5/21/2016",59,6,92,"8,280.00","104,328.00","90",15,3,"75-105"
"404","DC - Kolkata Metropolitan Area","Hugli Depot","5/26/2016","Natural Sour Apple Cocktail 3.2 litres",26,9,0,"0",75,1,70,"9%","98%","5/20/2016",62,6,120,"10,800.00","181,440.00","90",15,11,"106-135"
"405","DC - Kolkata Metropolitan Area","Hugli Depot","5/25/2016","Natural Sour Apple Cocktail 3.2 litres",20,8,0,"0",75,1,70,"14%","94%","5/19/2016",65,6,115,"10,350.00","159,390.00","90",15,5,"106-135"
"406","DC - Kolkata Metropolitan Area","Hugli Depot","5/24/2016","Natural Sour Apple Cocktail 3.2 litres",22,11,185,"16,650.00",75,1,70,"100%","94%","5/18/2016",68,6,118,"10,620.00","133,812.00","90",15,7,"106-135"
"407","DC - Kolkata Metropolitan Area","Hugli Depot","5/23/2016","Natural Sour Apple Cocktail 3.2 litres",26,11,54,"4,860.00",75,1,70,"95%","96%","5/17/2016",59,6,96,"8,640.00","133,056.00","90",15,11,"75-105"
"408","DC - Kolkata Metropolitan Area","Hugli Depot","5/22/2016","Natural Sour Apple Cocktail 3.2 litres",20,7,66,"5,940.00",75,1,70,"95%","93%","5/16/2016",57,6,104,"9,360.00","170,352.00","90",15,5,"75-105"
"409","DC - Kolkata Metropolitan Area","Hugli Depot","5/21/2016","Natural Sour Apple Cocktail 3.2 litres",23,6,173,"15,570.00",75,1,70,"96%","96%","5/15/2016",61,6,113,"10,170.00","142,380.00","90",15,8,"106-135"
"410","DC - Kolkata Metropolitan Area","Hugli Depot","5/20/2016","Natural Sour Apple Cocktail 3.2 litres",23,9,92,"8,280.00",75,1,70,"97%","90%","5/14/2016",60,6,119,"10,710.00","149,940.00","90",15,8,"106-135"
"411","DC - Kolkata Metropolitan Area","Hugli Depot","5/19/2016","Natural Sour Apple Cocktail 3.2 litres",18,15,145,"13,050.00",75,1,70,"100%","96%","5/13/2016",57,6,117,"10,530.00","117,936.00","90",15,3,"106-135"
"412","DC - Kolkata Metropolitan Area","Hugli Depot","5/18/2016","Natural Sour Apple Cocktail 3.2 litres",21,14,103,"9,270.00",75,1,70,"100%","99%","5/12/2016",63,6,94,"8,460.00","94,752.00","90",15,6,"75-105"
"413","DC - Kolkata Metropolitan Area","Hugli Depot","5/17/2016","Natural Sour Apple Cocktail 3.2 litres",23,5,126,"11,340.00",75,1,70,"98%","90%","5/11/2016",65,6,119,"10,710.00","194,922.00","90",15,8,"106-135"
"414","DC - Kolkata Metropolitan Area","Hugli Depot","5/16/2016","Natural Sour Apple Cocktail 3.2 litres",21,13,200,"18,000.00",75,1,70,"99%","92%","5/10/2016",62,6,112,"10,080.00","183,456.00","90",15,6,"106-135"
"415","DC - Kolkata Metropolitan Area","Hugli Depot","5/15/2016","Natural Sour Apple Cocktail 3.2 litres",22,10,151,"13,590.00",75,1,70,"98%","91%","5/9/2016",56,6,107,"9,630.00","107,856.00","90",15,7,"106-135"
"416","DC - Kolkata Metropolitan Area","Hugli Depot","5/14/2016","Natural Sour Apple Cocktail 3.2 litres",20,11,0,"0",75,1,70,"11%","95%","5/8/2016",60,6,104,"9,360.00","131,040.00","90",15,5,"75-105"
"417","DC - Kolkata Metropolitan Area","Hugli Depot","5/13/2016","Natural Sour Apple Cocktail 3.2 litres",24,14,0,"0",75,1,70,"6%","93%","5/7/2016",69,6,111,"9,990.00","125,874.00","90",15,9,"106-135"
"418","DC - Kolkata Metropolitan Area","Hugli Depot","5/12/2016","Natural Sour Apple Cocktail 3.2 litres",27,15,0,"0",75,1,70,"5%","97%","5/6/2016",62,6,111,"9,990.00","181,818.00","90",15,12,"106-135"
"419","DC - Kolkata Metropolitan Area","Hugli Depot","5/11/2016","Natural Sour Apple Cocktail 3.2 litres",23,5,0,"0",75,1,70,"11%","93%","5/5/2016",64,6,97,"8,730.00","122,220.00","90",15,8,"75-105"
"420","DC - Kolkata Metropolitan Area","Hugli Depot","5/10/2016","Natural Sour Apple Cocktail 3.2 litres",22,8,0,"0",75,1,70,"6%","95%","5/4/2016",60,6,118,"10,620.00","163,548.00","90",15,7,"106-135"
"421","DC - Kolkata Metropolitan Area","Hugli Depot","5/9/2016","Natural Sour Apple Cocktail 3.2 litres",19,10,0,"0",75,1,70,"14%","90%","5/3/2016",66,6,108,"9,720.00","163,296.00","90",15,4,"106-135"
"422","DC - Kolkata Metropolitan Area","Hugli Depot","5/8/2016","Natural Sour Apple Cocktail 3.2 litres",26,15,0,"0",75,1,70,"13%","90%","5/2/2016",66,6,110,"9,900.00","152,460.00","90",15,11,"106-135"
"423","DC - Kolkata Metropolitan Area","Hugli Depot","5/7/2016","Natural Sour Apple Cocktail 3.2 litres",19,11,0,"0",75,1,70,"14%","94%","5/1/2016",65,6,95,"8,550.00","119,700.00","90",15,4,"75-105"
"424","DC - Kolkata Metropolitan Area","Hugli Depot","5/6/2016","Natural Sour Apple Cocktail 3.2 litres",22,8,125,"11,250.00",75,1,70,"96%","93%","4/30/2016",62,6,111,"9,990.00","111,888.00","90",15,7,"106-135"
"425","DC - Kolkata Metropolitan Area","Hugli Depot","5/5/2016","Natural Sour Apple Cocktail 3.2 litres",20,10,143,"12,870.00",75,1,70,"95%","92%","4/29/2016",57,6,98,"8,820.00","123,480.00","90",15,5,"75-105"
"426","DC - Kolkata Metropolitan Area","Hugli Depot","5/4/2016","Natural Sour Apple Cocktail 3.2 litres",25,12,76,"6,840.00",75,1,70,"97%","92%","4/28/2016",62,6,108,"9,720.00","108,864.00","90",15,10,"106-135"
"427","DC - Kolkata Metropolitan Area","Hugli Depot","5/3/2016","Natural Sour Apple Cocktail 3.2 litres",20,6,89,"8,010.00",75,1,70,"99%","99%","4/27/2016",64,6,117,"10,530.00","176,904.00","90",15,5,"106-135"
"428","DC - Kolkata Metropolitan Area","Hugli Depot","5/2/2016","Natural Sour Apple Cocktail 3.2 litres",24,11,80,"7,200.00",75,1,70,"95%","92%","4/26/2016",69,6,96,"8,640.00","108,864.00","90",15,9,"75-105"
"429","DC - Kolkata Metropolitan Area","Hugli Depot","5/1/2016","Natural Sour Apple Cocktail 3.2 litres",22,10,157,"14,130.00",75,1,70,"97%","98%","4/25/2016",68,6,120,"10,800.00","196,560.00","90",15,7,"106-135"
"430","DC - Kolkata Metropolitan Area","Hugli Depot","6/8/2016","Penne with Roasted Vegetables 4.5 kg",27,11,87,"52,200.00",64,5,255,"97%","95%","6/2/2016",207,6,96,"57,600.00","1,048,320.00","600",15,12,"75-105"
"431","DC - Kolkata Metropolitan Area","Hugli Depot","6/7/2016","Penne with Roasted Vegetables 4.5 kg",21,7,160,"96,000.00",90,3,216,"97%","95%","5/27/2016",184,11,98,"58,800.00","823,200.00","600",15,6,"75-105"
"432","DC - Kolkata Metropolitan Area","Hugli Depot","6/6/2016","Penne with Roasted Vegetables 4.5 kg",24,15,100,"60,000.00",83,5,355,"99%","90%","5/27/2016",305,10,112,"67,200.00","1,223,040.00","600",15,9,"106-135"
"433","DC - Kolkata Metropolitan Area","Hugli Depot","6/5/2016","Penne with Roasted Vegetables 4.5 kg",24,7,58,"34,800.00",48,5,200,"99%","97%","6/2/2016",188,3,111,"66,600.00","839,160.00","600",15,9,"106-135"
"434","DC - Kolkata Metropolitan Area","Hugli Depot","6/4/2016","Penne with Roasted Vegetables 4.5 kg",26,12,189,"113,400.00",76,2,144,"98%","94%","5/24/2016",134,11,97,"58,200.00","977,760.00","600",15,11,"75-105"
"435","DC - Kolkata Metropolitan Area","Hugli Depot","6/3/2016","Penne with Roasted Vegetables 4.5 kg",19,8,66,"39,600.00",64,5,255,"99%","98%","5/28/2016",230,6,118,"70,800.00","1,090,320.00","600",15,4,"106-135"
"436","DC - Kolkata Metropolitan Area","Hugli Depot","6/2/2016","Penne with Roasted Vegetables 4.5 kg",21,7,142,"85,200.00",64,5,255,"97%","99%","5/27/2016",224,6,113,"67,800.00","949,200.00","600",15,6,"106-135"
"437","DC - Kolkata Metropolitan Area","Hugli Depot","6/1/2016","Penne with Roasted Vegetables 4.5 kg",27,11,131,"78,600.00",64,5,255,"99%","92%","5/26/2016",237,6,117,"70,200.00","1,081,080.00","600",15,12,"106-135"
"438","DC - Kolkata Metropolitan Area","Hugli Depot","5/31/2016","Penne with Roasted Vegetables 4.5 kg",27,7,68,"40,800.00",64,5,255,"95%","97%","5/25/2016",252,6,111,"66,600.00","932,400.00","600",15,12,"106-135"
"439","DC - Kolkata Metropolitan Area","Hugli Depot","5/30/2016","Penne with Roasted Vegetables 4.5 kg",18,12,206,"123,600.00",64,5,255,"99%","93%","5/24/2016",217,6,91,"54,600.00","687,960.00","600",15,3,"75-105"
"440","DC - Kolkata Metropolitan Area","Hugli Depot","5/29/2016","Penne with Roasted Vegetables 4.5 kg",21,15,80,"48,000.00",64,5,255,"97%","96%","5/23/2016",242,6,103,"61,800.00","951,720.00","600",15,6,"75-105"
"441","DC - Kolkata Metropolitan Area","Hugli Depot","5/28/2016","Penne with Roasted Vegetables 4.5 kg",20,11,158,"94,800.00",64,5,255,"99%","95%","5/22/2016",212,6,91,"54,600.00","917,280.00","600",15,5,"75-105"
"442","DC - Kolkata Metropolitan Area","Hugli Depot","5/27/2016","Penne with Roasted Vegetables 4.5 kg",27,15,82,"49,200.00",64,5,255,"97%","95%","5/21/2016",247,6,108,"64,800.00","997,920.00","600",15,12,"106-135"
"443","DC - Kolkata Metropolitan Area","Hugli Depot","5/26/2016","Penne with Roasted Vegetables 4.5 kg",22,11,71,"42,600.00",64,5,255,"95%","91%","5/20/2016",219,6,120,"72,000.00","1,209,600.00","600",15,7,"106-135"
