System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/2/2016,Groceries,Sugar 5 kg,Howrah Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,13,171,Kgs,"34,200.00",14,4,52,98%,98%,4/24/2016,46,8,175,"35,000.00","441,000.00",200
5/1/2016,Groceries,Sugar 5 kg,Howrah Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,12,14,148,Kgs,"29,600.00",14,4,52,95%,96%,4/23/2016,43,8,186,"37,200.00","416,640.00",200
6/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,12,75,ml,"87,000.00",44,1,41,95%,92%,6/6/2016,38,2,174,"201,840.00","2,825,760.00","1,160.00"
6/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,13,171,ml,"198,360.00",65,1,55,99%,99%,5/28/2016,53,10,185,"214,600.00","3,004,400.00","1,160.00"
6/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,15,135,ml,"156,600.00",95,5,355,98%,95%,5/25/2016,302,12,174,"201,840.00","3,673,488.00","1,160.00"
6/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,6,203,ml,"235,480.00",20,2,32,97%,90%,6/3/2016,29,2,188,"218,080.00","3,663,744.00","1,160.00"
6/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,10,148,ml,"171,680.00",16,3,42,96%,90%,5/28/2016,41,7,181,"209,960.00","2,645,496.00","1,160.00"
6/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,10,80,ml,"92,800.00",44,1,41,98%,94%,6/1/2016,39,2,191,"221,560.00","4,032,392.00","1,160.00"
6/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,7,161,ml,"186,760.00",44,1,41,95%,94%,5/31/2016,38,2,198,"229,680.00","2,572,416.00","1,160.00"
6/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,11,89,ml,"103,240.00",44,1,41,99%,95%,5/30/2016,36,2,196,"227,360.00","3,183,040.00","1,160.00"
5/31/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,7,117,ml,"135,720.00",44,1,41,95%,93%,5/29/2016,39,2,179,"207,640.00","3,488,352.00","1,160.00"
5/30/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,15,201,ml,"233,160.00",44,1,41,95%,93%,5/28/2016,36,2,175,"203,000.00","2,557,800.00","1,160.00"
5/29/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,7,55,ml,"63,800.00",44,1,41,97%,98%,5/27/2016,38,2,187,"216,920.00","2,733,192.00","1,160.00"
5/28/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,7,156,ml,"180,960.00",44,1,41,98%,90%,5/26/2016,37,2,174,"201,840.00","2,260,608.00","1,160.00"
5/27/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,10,0,ml,0,44,1,41,15%,96%,5/25/2016,34,2,192,"222,720.00","4,053,504.00","1,160.00"
5/26/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,9,0,ml,0,44,1,41,8%,90%,5/24/2016,37,2,187,"216,920.00","2,733,192.00","1,160.00"
5/25/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,12,144,ml,"167,040.00",44,1,41,95%,94%,5/23/2016,33,2,172,"199,520.00","2,513,952.00","1,160.00"
5/24/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,13,103,ml,"119,480.00",44,1,41,99%,99%,5/22/2016,36,2,199,"230,840.00","3,878,112.00","1,160.00"
5/23/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,15,162,ml,"187,920.00",44,1,41,95%,98%,5/21/2016,35,2,190,"220,400.00","2,777,040.00","1,160.00"
5/22/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,7,175,ml,"203,000.00",44,1,41,100%,93%,5/20/2016,34,2,198,"229,680.00","2,893,968.00","1,160.00"
5/21/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,14,54,ml,"62,640.00",44,1,41,100%,95%,5/19/2016,38,2,196,"227,360.00","3,501,344.00","1,160.00"
5/20/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,15,98,ml,"113,680.00",44,1,41,96%,94%,5/18/2016,36,2,171,"198,360.00","3,332,448.00","1,160.00"
5/19/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,11,189,ml,"219,240.00",44,1,41,97%,94%,5/17/2016,35,2,187,"216,920.00","2,429,504.00","1,160.00"
5/18/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,6,98,ml,"113,680.00",44,1,41,96%,90%,5/16/2016,36,2,200,"232,000.00","3,248,000.00","1,160.00"
5/17/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,5,203,ml,"235,480.00",44,1,41,96%,98%,5/15/2016,36,2,191,"221,560.00","3,101,840.00","1,160.00"
5/16/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,11,51,ml,"59,160.00",44,1,41,96%,98%,5/14/2016,33,2,170,"197,200.00","2,484,720.00","1,160.00"
5/15/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,11,188,ml,"218,080.00",44,1,41,100%,91%,5/13/2016,35,2,171,"198,360.00","2,499,336.00","1,160.00"
5/14/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,12,210,ml,"243,600.00",44,1,41,95%,91%,5/12/2016,39,2,193,"223,880.00","2,820,888.00","1,160.00"
5/13/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,8,170,ml,"197,200.00",44,1,41,99%,98%,5/11/2016,37,2,172,"199,520.00","3,631,264.00","1,160.00"
5/12/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,12,90,ml,"104,400.00",44,1,41,96%,96%,5/10/2016,39,2,189,"219,240.00","3,069,360.00","1,160.00"
5/11/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,7,200,ml,"232,000.00",44,1,41,96%,93%,5/9/2016,34,2,187,"216,920.00","3,036,880.00","1,160.00"
5/10/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,15,46,ml,"53,360.00",44,1,41,97%,99%,5/8/2016,40,2,181,"209,960.00","3,821,272.00","1,160.00"
5/9/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,14,193,ml,"223,880.00",44,1,41,97%,94%,5/7/2016,35,2,190,"220,400.00","2,468,480.00","1,160.00"
5/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,9,74,ml,"85,840.00",44,1,41,100%,92%,5/6/2016,36,2,196,"227,360.00","2,546,432.00","1,160.00"
5/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,7,79,ml,"91,640.00",44,1,41,96%,96%,5/5/2016,36,2,179,"207,640.00","2,616,264.00","1,160.00"
5/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,6,51,ml,"59,160.00",44,1,41,99%,99%,5/4/2016,33,2,179,"207,640.00","3,488,352.00","1,160.00"
5/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,8,7,142,ml,"164,720.00",44,1,41,98%,90%,5/3/2016,37,2,185,"214,600.00","3,304,840.00","1,160.00"
5/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,9,119,ml,"138,040.00",44,1,41,96%,96%,5/2/2016,34,2,200,"232,000.00","4,222,400.00","1,160.00"
5/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,9,108,ml,"125,280.00",44,1,41,99%,94%,5/1/2016,37,2,178,"206,480.00","3,757,936.00","1,160.00"
5/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,14,122,ml,"141,520.00",44,1,41,96%,95%,4/30/2016,35,2,181,"209,960.00","3,527,328.00","1,160.00"
5/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Howrah Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,9,6,113,ml,"131,080.00",44,1,41,99%,96%,4/29/2016,38,2,198,"229,680.00","3,537,072.00","1,160.00"
6/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,24,10,126,Litres,"11,340.00",75,1,70,100%,97%,6/2/2016,61,6,92,"8,280.00","127,512.00",90
6/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,9,46,Litres,"4,140.00",78,4,232,100%,97%,6/2/2016,220,5,102,"9,180.00","128,520.00",90
6/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,5,40,Litres,"3,600.00",58,5,220,95%,93%,6/1/2016,189,5,102,"9,180.00","154,224.00",90
6/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,5,71,Litres,"6,390.00",82,1,65,97%,91%,5/29/2016,60,7,105,"9,450.00","105,840.00",90
6/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,11,104,Litres,"9,360.00",14,1,13,96%,99%,5/30/2016,12,5,115,"10,350.00","188,370.00",90
6/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,27,5,0,Litres,0,75,1,70,9%,99%,5/28/2016,67,6,111,"9,990.00","167,832.00",90
6/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,11,0,Litres,0,75,1,70,6%,90%,5/27/2016,57,6,111,"9,990.00","181,818.00",90
6/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,27,7,0,Litres,0,75,1,70,9%,94%,5/26/2016,59,6,109,"9,810.00","109,872.00",90
5/31/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,9,0,Litres,0,75,1,70,14%,96%,5/25/2016,63,6,92,"8,280.00","115,920.00",90
5/30/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,10,0,Litres,0,75,1,70,10%,92%,5/24/2016,65,6,97,"8,730.00","158,886.00",90
5/29/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,10,0,Litres,0,75,1,70,11%,97%,5/23/2016,60,6,119,"10,710.00","179,928.00",90
5/28/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,18,10,0,Litres,0,75,1,70,6%,92%,5/22/2016,64,6,106,"9,540.00","106,848.00",90
5/27/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,18,5,0,Litres,0,75,1,70,8%,91%,5/21/2016,59,6,92,"8,280.00","104,328.00",90
5/26/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,26,9,0,Litres,0,75,1,70,9%,98%,5/20/2016,62,6,120,"10,800.00","181,440.00",90
5/25/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,8,0,Litres,0,75,1,70,14%,94%,5/19/2016,65,6,115,"10,350.00","159,390.00",90
5/24/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,11,185,Litres,"16,650.00",75,1,70,100%,94%,5/18/2016,68,6,118,"10,620.00","133,812.00",90
5/23/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,26,11,54,Litres,"4,860.00",75,1,70,95%,96%,5/17/2016,59,6,96,"8,640.00","133,056.00",90
5/22/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,7,66,Litres,"5,940.00",75,1,70,95%,93%,5/16/2016,57,6,104,"9,360.00","170,352.00",90
5/21/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,6,173,Litres,"15,570.00",75,1,70,96%,96%,5/15/2016,61,6,113,"10,170.00","142,380.00",90
5/20/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,9,92,Litres,"8,280.00",75,1,70,97%,90%,5/14/2016,60,6,119,"10,710.00","149,940.00",90
5/19/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,18,15,145,Litres,"13,050.00",75,1,70,100%,96%,5/13/2016,57,6,117,"10,530.00","117,936.00",90
5/18/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,14,103,Litres,"9,270.00",75,1,70,100%,99%,5/12/2016,63,6,94,"8,460.00","94,752.00",90
5/17/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,5,126,Litres,"11,340.00",75,1,70,98%,90%,5/11/2016,65,6,119,"10,710.00","194,922.00",90
5/16/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,13,200,Litres,"18,000.00",75,1,70,99%,92%,5/10/2016,62,6,112,"10,080.00","183,456.00",90
5/15/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,10,151,Litres,"13,590.00",75,1,70,98%,91%,5/9/2016,56,6,107,"9,630.00","107,856.00",90
5/14/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,11,0,Litres,0,75,1,70,11%,95%,5/8/2016,60,6,104,"9,360.00","131,040.00",90
5/13/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,24,14,0,Litres,0,75,1,70,6%,93%,5/7/2016,69,6,111,"9,990.00","125,874.00",90
5/12/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,27,15,0,Litres,0,75,1,70,5%,97%,5/6/2016,62,6,111,"9,990.00","181,818.00",90
5/11/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,23,5,0,Litres,0,75,1,70,11%,93%,5/5/2016,64,6,97,"8,730.00","122,220.00",90
5/10/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,8,0,Litres,0,75,1,70,6%,95%,5/4/2016,60,6,118,"10,620.00","163,548.00",90
5/9/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,10,0,Litres,0,75,1,70,14%,90%,5/3/2016,66,6,108,"9,720.00","163,296.00",90
5/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,26,15,0,Litres,0,75,1,70,13%,90%,5/2/2016,66,6,110,"9,900.00","152,460.00",90
5/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,11,0,Litres,0,75,1,70,14%,94%,5/1/2016,65,6,95,"8,550.00","119,700.00",90
5/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,8,125,Litres,"11,250.00",75,1,70,96%,93%,4/30/2016,62,6,111,"9,990.00","111,888.00",90
5/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,10,143,Litres,"12,870.00",75,1,70,95%,92%,4/29/2016,57,6,98,"8,820.00","123,480.00",90
5/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,25,12,76,Litres,"6,840.00",75,1,70,97%,92%,4/28/2016,62,6,108,"9,720.00","108,864.00",90
5/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,6,89,Litres,"8,010.00",75,1,70,99%,99%,4/27/2016,64,6,117,"10,530.00","176,904.00",90
5/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,24,11,80,Litres,"7,200.00",75,1,70,95%,92%,4/26/2016,69,6,96,"8,640.00","108,864.00",90
5/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Hugli Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,10,157,Litres,"14,130.00",75,1,70,97%,98%,4/25/2016,68,6,120,"10,800.00","196,560.00",90
6/8/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,27,11,87,Kgs,"52,200.00",64,5,255,97%,95%,6/2/2016,207,6,96,"57,600.00","1,048,320.00",600
6/7/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,7,160,Kgs,"96,000.00",90,3,216,97%,95%,5/27/2016,184,11,98,"58,800.00","823,200.00",600
6/6/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,24,15,100,Kgs,"60,000.00",83,5,355,99%,90%,5/27/2016,305,10,112,"67,200.00","1,223,040.00",600
6/5/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,24,7,58,Kgs,"34,800.00",48,5,200,99%,97%,6/2/2016,188,3,111,"66,600.00","839,160.00",600
6/4/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,26,12,189,Kgs,"113,400.00",76,2,144,98%,94%,5/24/2016,134,11,97,"58,200.00","977,760.00",600
6/3/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,8,66,Kgs,"39,600.00",64,5,255,99%,98%,5/28/2016,230,6,118,"70,800.00","1,090,320.00",600
6/2/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,7,142,Kgs,"85,200.00",64,5,255,97%,99%,5/27/2016,224,6,113,"67,800.00","949,200.00",600
6/1/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,27,11,131,Kgs,"78,600.00",64,5,255,99%,92%,5/26/2016,237,6,117,"70,200.00","1,081,080.00",600
5/31/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,27,7,68,Kgs,"40,800.00",64,5,255,95%,97%,5/25/2016,252,6,111,"66,600.00","932,400.00",600
5/30/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,12,206,Kgs,"123,600.00",64,5,255,99%,93%,5/24/2016,217,6,91,"54,600.00","687,960.00",600
5/29/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,15,80,Kgs,"48,000.00",64,5,255,97%,96%,5/23/2016,242,6,103,"61,800.00","951,720.00",600
5/28/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,11,158,Kgs,"94,800.00",64,5,255,99%,95%,5/22/2016,212,6,91,"54,600.00","917,280.00",600
5/27/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,27,15,82,Kgs,"49,200.00",64,5,255,97%,95%,5/21/2016,247,6,108,"64,800.00","997,920.00",600
5/26/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,11,71,Kgs,"42,600.00",64,5,255,95%,91%,5/20/2016,219,6,120,"72,000.00","1,209,600.00",600
5/25/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,23,14,0,Kgs,0,64,5,255,9%,95%,5/19/2016,245,6,114,"68,400.00","1,149,120.00",600
5/24/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,6,0,Kgs,0,64,5,255,13%,96%,5/18/2016,204,6,115,"69,000.00","869,400.00",600
5/23/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,14,0,Kgs,0,64,5,255,15%,96%,5/17/2016,207,6,106,"63,600.00","890,400.00",600
5/22/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,25,8,0,Kgs,0,64,5,255,15%,98%,5/16/2016,222,6,116,"69,600.00","1,071,840.00",600
5/21/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,26,15,73,Kgs,"43,800.00",64,5,255,97%,93%,5/15/2016,209,6,120,"72,000.00","1,209,600.00",600
5/20/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,7,147,Kgs,"88,200.00",64,5,255,95%,99%,5/14/2016,207,6,117,"70,200.00","1,081,080.00",600
5/19/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,24,14,174,Kgs,"104,400.00",64,5,255,100%,95%,5/13/2016,240,6,119,"71,400.00","999,600.00",600
5/18/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,11,105,Kgs,"63,000.00",64,5,255,97%,91%,5/12/2016,209,6,109,"65,400.00","732,480.00",600
5/17/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,12,195,Kgs,"117,000.00",64,5,255,97%,97%,5/11/2016,232,6,94,"56,400.00","1,026,480.00",600
5/16/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,13,162,Kgs,"97,200.00",64,5,255,96%,92%,5/10/2016,247,6,92,"55,200.00","772,800.00",600
5/15/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,27,10,206,Kgs,"123,600.00",64,5,255,97%,95%,5/9/2016,217,6,92,"55,200.00","850,080.00",600
5/14/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Hugli Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,23,15,133,Kgs,"79,800.00",64,5,255,96%,96%,5/8/2016,214,6,99,"59,400.00","914,760.00",600
